id,systems,source,name_en,name_uk,text_en,text_uk,effects,size,creature_type,alignment,ac,hp,hp_formula,speed,str,dex,con,int,wis,cha,cr,senses,languages,skills
green-dragon-wyrmling,5.5e,SRD,Green Dragon Wyrmling,,"_Medium Dragon (Chromatic), Lawful Evil_
**AC** 17 **Initiative** +3 (13) 
**HP** 38 (7d8 + 7) 
**Speed** 30 ft., Fly 60 ft., Swim 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 15 
 +2 
 +2 
 DEX 
 12 
 +1 
 +3 
 CON 
 13 
 +1 
 +1 
 
 
 INT 
 14 
 +2 
 +2 
 WIS 
 11 
 +0 
 +2 
 CHA 
 13 
 +1 
 +1 
 
 
 
**Skills** Perception +4, Stealth +3 
**Immunities** Poison; Poisoned 
**Senses** Blindsight 10 ft., Darkvision 60 ft.; Passive Perception 14 
**Languages** Draconic 
**CR** 2 (XP 450; PB +2)
#### Traits
 
**_Amphibious._** The dragon can breathe air and water.
#### Actions
 
**_Multiattack._** The dragon makes two Rend attacks.
**_Rend._** _Melee Attack Roll:_ +4, reach 5 ft. _Hit:_ 7 (1d10 + 2) Slashing damage plus 3 (1d6) Poison damage.
**_Poison Breath (Recharge 5–6)._** _Constitution Saving Throw:_ DC 11, each creature in a 15-foot Cone. _Failure:_ 21 (6d6) Poison damage. _Success:_ Half damage.
### Young Green Dragon",,,medium,dragon (chromatic),Lawful Evil,17,38,7d8 + 7,"30 ft., Fly 60 ft., Swim 30 ft.",15,12,13,14,11,13,2,"Blindsight 10 ft., Darkvision 60 ft.; Passive Perception 14",Draconic,"Perception +4, Stealth +3"
young-green-dragon,5.5e,SRD,Young Green Dragon,,"_Large Dragon (Chromatic), Lawful Evil_
**AC** 18 **Initiative** +4 (14) 
**HP** 136 (16d10 + 48) 
**Speed** 40 ft., Fly 80 ft., Swim 40 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 19 
 +4 
 +4 
 DEX 
 12 
 +1 
 +4 
 CON 
 17 
 +3 
 +3 
 
 
 INT 
 16 
 +3 
 +3 
 WIS 
 13 
 +1 
 +4 
 CHA 
 15 
 +2 
 +2 
 
 
 
**Skills** Deception +5, Perception +7, Stealth +4 
**Immunities** Poison; Poisoned 
**Senses** Blindsight 30 ft., Darkvision 120 ft.; Passive Perception 17 
**Languages** Common, Draconic 
**CR** 8 (XP 3,900; PB +3)
#### Traits
 
**_Amphibious._** The dragon can breathe air and water.
#### Actions
 
**_Multiattack._** The dragon makes three Rend attacks.
**_Rend._** _Melee Attack Roll:_ +7, reach 10 ft. _Hit:_ 11 (2d6 + 4) Slashing damage plus 7 (2d6) Poison damage.
**_Poison Breath (Recharge 5–6)._** _Constitution Saving Throw:_ DC 14, each creature in a 30-foot Cone. _Failure:_ 42 (12d6) Poison damage. _Success:_ Half damage.
### Adult Green Dragon",,,large,dragon (chromatic),Lawful Evil,18,136,16d10 + 48,"40 ft., Fly 80 ft., Swim 40 ft.",19,12,17,16,13,15,8,"Blindsight 30 ft., Darkvision 120 ft.; Passive Perception 17","Common, Draconic","Deception +5, Perception +7, Stealth +4"
adult-green-dragon,5.5e,SRD,Adult Green Dragon,,"_Huge Dragon (Chromatic), Lawful Evil_
**AC** 19 **Initiative** +11 (21) 
**HP** 207 (18d12 + 90) 
**Speed** 40 ft., Fly 80 ft., Swim 40 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 23 
 +6 
 +6 
 DEX 
 12 
 +1 
 +6 
 CON 
 21 
 +5 
 +5 
 
 
 INT 
 18 
 +4 
 +4 
 WIS 
 15 
 +2 
 +7 
 CHA 
 18 
 +4 
 +4 
 
 
 
**Skills** Deception +9, Perception +12, Persuasion +9, Stealth +6 
**Immunities** Poison; Poisoned 
**Senses** Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 22 
**Languages** Common, Draconic 
**CR** 15 (XP 13,000, or 15,000 in lair; PB +5)
#### Traits
 
**_Amphibious._** The dragon can breathe air and water.
**_Legendary Resistance (3/Day, or 4/Day in Lair)._** If the dragon fails a saving throw, it can choose to succeed instead.
#### Actions
 
**_Multiattack._** The dragon makes three Rend attacks. It can replace one attack with a use of Spellcasting to cast _Mind Spike_ (level 3 version).
**_Rend._** _Melee Attack Roll:_ +11, reach 10 ft. _Hit:_ 15 (2d8 + 6) Slashing damage plus 7 (2d6) Poison damage.
**_Poison Breath (Recharge 5–6)._** _Constitution Saving Throw:_ DC 18, each creature in a 60-foot Cone. _Failure:_ 56 (16d6) Poison damage. _Success:_ Half damage.
**_Spellcasting._** The dragon casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 17): 
 **At Will:** _Detect Magic_, _Mind Spike_ (level 3 version) 
 **1/Day:** _Geas_
#### Legendary Actions
 
_Legendary Action Uses: 3 (4 in Lair). Immediately after another creature's turn, the dragon can expend a use to take one of the following actions. The dragon regains all expended uses at the start of each of its turns._
**_Mind Invasion._** The dragon uses Spellcasting to cast _Mind Spike_ (level 3 version).
**_Noxious Miasma._** _Constitution Saving Throw:_ DC 17, each creature in a 20-foot-radius Sphere centered on a point the dragon can see within 90 feet. _Failure:_ 7 (2d6) Poison damage, and the target takes a −2 penalty to AC until the end of its next turn. _Failure or Success:_ The dragon can't take this action again until the start of its next turn.
**_Pounce._** The dragon moves up to half its Speed, and it makes one Rend attack.
### Ancient Green Dragon",,,huge,dragon (chromatic),Lawful Evil,19,207,18d12 + 90,"40 ft., Fly 80 ft., Swim 40 ft.",23,12,21,18,15,18,15,"Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 22","Common, Draconic","Deception +9, Perception +12, Persuasion +9, Stealth +6"
ancient-green-dragon,5.5e,SRD,Ancient Green Dragon,,"_Gargantuan Dragon (Chromatic), Lawful Evil_
**AC** 21 **Initiative** +15 (25) 
**HP** 402 (23d20 + 161) 
**Speed** 40 ft., Fly 80 ft., Swim 40 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 27 
 +8 
 +8 
 DEX 
 12 
 +1 
 +8 
 CON 
 25 
 +7 
 +7 
 
 
 INT 
 20 
 +5 
 +5 
 WIS 
 17 
 +3 
 +10 
 CHA 
 22 
 +6 
 +6 
 
 
 
**Skills** Deception +13, Perception +17, Persuasion +13, Stealth +8 
**Immunities** Poison; Poisoned 
**Senses** Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 27 
**Languages** Common, Draconic 
**CR** 22 (XP 41,000, or 50,000 in lair; PB +7)
#### Traits
 
**_Amphibious._** The dragon can breathe air and water.
**_Legendary Resistance (4/Day, or 5/Day in Lair)._** If the dragon fails a saving throw, it can choose to succeed instead.
#### Actions
 
**_Multiattack._** The dragon makes three Rend attacks. It can replace one attack with a use of Spellcasting to cast _Mind Spike_ (level 5 version).
**_Rend._** _Melee Attack Roll:_ +15, reach 15 ft. _Hit:_ 17 (2d8 + 8) Slashing damage plus 10 (3d6) Poison damage.
**_Poison Breath (Recharge 5–6)._** _Constitution Saving Throw:_ DC 22, each creature in a 90-foot Cone. _Failure:_ 77 (22d6) Poison damage. _Success:_ Half damage.
**_Spellcasting._** The dragon casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 21): 
 **At Will:** _Detect Magic_, _Mind Spike_ (level 5 version) 
 **1/Day Each:** _Geas_, _Modify Memory_
#### Legendary Actions
 
_Legendary Action Uses: 3 (4 in Lair). Immediately after another creature's turn, the dragon can expend a use to take one of the following actions. The dragon regains all expended uses at the start of each of its turns._
**_Mind Invasion._** The dragon uses Spellcasting to cast _Mind Spike_ (level 5 version).
**_Noxious Miasma._** _Constitution Saving Throw:_ DC 21, each creature in a 30-foot-radius Sphere centered on a point the dragon can see within 90 feet. _Failure:_ 17 (5d6) Poison damage, and the target takes a −2 penalty to AC until the end of its next turn. _Failure or Success:_ The dragon can't take this action again until the start of its next turn.
**_Pounce._** The dragon moves up to half its Speed, and it makes one Rend attack.
## Green Hag
### Green Hag",,,gargantuan,dragon (chromatic),Lawful Evil,21,402,23d20 + 161,"40 ft., Fly 80 ft., Swim 40 ft.",27,12,25,20,17,22,22,"Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 27","Common, Draconic","Deception +13, Perception +17, Persuasion +13, Stealth +8"
green-hag,5.5e,SRD,Green Hag,,"_Medium Fey, Neutral Evil_
**AC** 17 **Initiative** +1 (11) 
**HP** 82 (11d8 + 33) 
**Speed** 30 ft., Swim 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 18 
 +4 
 +4 
 DEX 
 12 
 +1 
 +1 
 CON 
 16 
 +3 
 +3 
 
 
 INT 
 13 
 +1 
 +1 
 WIS 
 14 
 +2 
 +2 
 CHA 
 14 
 +2 
 +2 
 
 
 
**Skills** Arcana +5, Deception +4, Perception +4, Stealth +3 
**Senses** Darkvision 60 ft.; Passive Perception 14 
**Languages** Common, Elvish, Sylvan 
**CR** 3 (XP 700; PB +2)
#### Traits
 
**_Amphibious._** The hag can breathe air and water.
**_Coven Magic._** While within 30 feet of at least two hag allies, the hag can cast one of the following spells, requiring no Material components, using the spell's normal casting time, and using Intelligence as the spellcasting ability (spell save DC 11): _Augury_, _Find Familiar_, _Identify_, _Locate Object_, _Scrying_, or _Unseen Servant_. The hag must finish a Long Rest before using this trait to cast that spell again.
**_Mimicry._** The hag can mimic animal sounds and humanoid voices. A creature that hears the sounds can tell they are imitations only with a successful DC 14 Wisdom (Insight) check.
#### Actions
 
**_Multiattack._** The hag makes two Claw attacks.
**_Claw._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 8 (1d8 + 4) Slashing damage plus 3 (1d6) Poison damage.
**_Spellcasting._** The hag casts one of the following spells, requiring no Material components and using Wisdom as the spellcasting ability (spell save DC 12, +4 to hit with spell attacks): 
 **At Will:** _Dancing Lights_, _Disguise Self_ (24-hour duration), _Invisibility_ (self only, and the hag leaves no tracks while Invisible), _Minor Illusion_, _Ray of Sickness_ (level 3 version)
## Grick
### Grick",,,medium,fey,Neutral Evil,17,82,11d8 + 33,"30 ft., Swim 30 ft.",18,12,16,13,14,14,3,Darkvision 60 ft.; Passive Perception 14,"Common, Elvish, Sylvan","Arcana +5, Deception +4, Perception +4, Stealth +3"
grick,5.5e,SRD,Grick,,"_Medium Aberration, Unaligned_
**AC** 14 **Initiative** +2 (12) 
**HP** 54 (12d8) 
**Speed** 30 ft., Climb 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 14 
 +2 
 +2 
 DEX 
 14 
 +2 
 +2 
 CON 
 11 
 +0 
 +0 
 
 
 INT 
 3 
 −4 
 −4 
 WIS 
 14 
 +2 
 +2 
 CHA 
 5 
 −3 
 −3 
 
 
 
**Skills** Stealth +4 
**Senses** Darkvision 60 ft.; Passive Perception 12 
**Languages** None 
**CR** 2 (XP 450; PB +2)
#### Actions
 
**_Multiattack._** The grick makes one Beak attack and one Tentacles attack.
**_Beak._** _Melee Attack Roll:_ +4, reach 5 ft. _Hit:_ 9 (2d6 + 2) Piercing damage.
**_Tentacles._** _Melee Attack Roll:_ +4, reach 5 ft. _Hit:_ 7 (1d10 + 2) Slashing damage. If the target is a Medium or smaller creature, it has the Grappled condition (escape DC 12) from all four tentacles.
## Griffon
### Griffon",,,medium,aberration,Unaligned,14,54,12d8,"30 ft., Climb 30 ft.",14,14,11,3,14,5,2,Darkvision 60 ft.; Passive Perception 12,None,Stealth +4
griffon,5.5e,SRD,Griffon,,"_Large Monstrosity, Unaligned_
**AC** 12 **Initiative** +2 (12) 
**HP** 59 (7d10 + 21) 
**Speed** 30 ft., Fly 80 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 18 
 +4 
 +4 
 DEX 
 15 
 +2 
 +2 
 CON 
 16 
 +3 
 +3 
 
 
 INT 
 2 
 −4 
 −4 
 WIS 
 13 
 +1 
 +1 
 CHA 
 8 
 −1 
 −1 
 
 
 
**Skills** Perception +5 
**Senses** Darkvision 60 ft.; Passive Perception 15 
**Languages** None 
**CR** 2 (XP 450; PB +2)
#### Actions
 
**_Multiattack._** The griffon makes two Rend attacks.
**_Rend._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 8 (1d8 + 4) Piercing damage. If the target is a Medium or smaller creature, it has the Grappled condition (escape DC 14) from both of the griffon's front claws.
## Grimlock
### Grimlock",,,large,monstrosity,Unaligned,12,59,7d10 + 21,"30 ft., Fly 80 ft.",18,15,16,2,13,8,2,Darkvision 60 ft.; Passive Perception 15,None,Perception +5
grimlock,5.5e,SRD,Grimlock,,"_Medium Aberration, Neutral Evil_
**AC** 11 **Initiative** +1 (11) 
**HP** 11 (2d8 + 2) 
**Speed** 30 ft., Climb 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 16 
 +3 
 +3 
 DEX 
 12 
 +1 
 +1 
 CON 
 12 
 +1 
 +1 
 
 
 INT 
 9 
 −1 
 −1 
 WIS 
 8 
 −1 
 −1 
 CHA 
 6 
 −2 
 −2 
 
 
 
**Skills** Athletics +5, Perception +3, Stealth +5 
**Senses** Blindsight 30 ft.; Passive Perception 13 
**Languages** None 
**CR** 1/4 (XP 50; PB +2)
#### Actions
 
**_Bone Cudgel._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 6 (1d6 + 3) Bludgeoning damage plus 2 (1d4) Psychic damage.
## Guardian Naga
### Guardian Naga",,,medium,aberration,Neutral Evil,11,11,2d8 + 2,"30 ft., Climb 30 ft.",16,12,12,9,8,6,1/4,Blindsight 30 ft.; Passive Perception 13,None,"Athletics +5, Perception +3, Stealth +5"
guardian-naga,5.5e,SRD,Guardian Naga,,"_Large Celestial, Lawful Good_
**AC** 18 **Initiative** +4 (14) 
**HP** 136 (16d10 + 48) 
**Speed** 40 ft., Climb 40 ft., Swim 40 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 19 
 +4 
 +4 
 DEX 
 18 
 +4 
 +8 
 CON 
 16 
 +3 
 +7 
 
 
 INT 
 16 
 +3 
 +7 
 WIS 
 19 
 +4 
 +8 
 CHA 
 18 
 +4 
 +8 
 
 
 
**Skills** Arcana +11, History +11, Religion +11 
**Immunities** Poison; Charmed, Paralyzed, Poisoned, Restrained 
**Senses** Darkvision 60 ft.; Passive Perception 14 
**Languages** Celestial, Common 
**CR** 10 (XP 5,900; PB +4)
#### Traits
 
**_Celestial Restoration._** If the naga dies, it returns to life in 1d6 days and regains all its Hit Points unless _Dispel Evil and Good_ is cast on its remains.
#### Actions
 
**_Multiattack._** The naga makes two Bite attacks. It can replace any attack with a use of Poisonous Spittle.
**_Bite._** _Melee Attack Roll:_ +8, reach 10 ft. _Hit:_ 17 (2d12 + 4) Piercing damage plus 22 (4d10) Poison damage.
**_Poisonous Spittle._** _Constitution Saving Throw:_ DC 16, one creature the naga can see within 60 feet. _Failure:_ 31 (7d8) Poison damage, and the target has the Blinded condition until the start of the naga's next turn. _Success:_ Half damage only.
**_Spellcasting._** The naga casts one of the following spells, requiring no Somatic or Material components and using Wisdom as the spellcasting ability (spell save DC 16): 
 **At Will:** _Thaumaturgy_ 
 **1/Day Each:** _Clairvoyance_, _Cure Wounds_ (level 6 version), _Flame Strike_ (level 6 version), _Geas_, _True Seeing_
## Guards
### Guard",,,large,celestial,Lawful Good,18,136,16d10 + 48,"40 ft., Climb 40 ft., Swim 40 ft.",19,18,16,16,19,18,10,Darkvision 60 ft.; Passive Perception 14,"Celestial, Common","Arcana +11, History +11, Religion +11"
guard,5.5e,SRD,Guard,,"_Medium or Small Humanoid, Neutral_
**AC** 16 **Initiative** +1 (11) 
**HP** 11 (2d8 + 2) 
**Speed** 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 13 
 +1 
 +1 
 DEX 
 12 
 +1 
 +1 
 CON 
 12 
 +1 
 +1 
 
 
 INT 
 10 
 +0 
 +0 
 WIS 
 11 
 +0 
 +0 
 CHA 
 10 
 +0 
 +0 
 
 
 
**Skills** Perception +2 
**Gear** Chain Shirt, Shield, Spear 
**Senses** Passive Perception 12 
**Languages** Common 
**CR** 1/8 (XP 25; PB +2)
#### Actions
 
**_Spear._** _Melee or Ranged Attack Roll:_ +3, reach 5 ft. or range 20/60 ft. _Hit:_ 4 (1d6 + 1) Piercing damage.
### Guard Captain",,,medium,or small humanoid,Neutral,16,11,2d8 + 2,30 ft.,13,12,12,10,11,10,1/8,Passive Perception 12,Common,Perception +2
guard-captain,5.5e,SRD,Guard Captain,,"_Medium or Small Humanoid, Neutral_
**AC** 18 **Initiative** +4 (14) 
**HP** 75 (10d8 + 30) 
**Speed** 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 18 
 +4 
 +4 
 DEX 
 14 
 +2 
 +2 
 CON 
 16 
 +3 
 +3 
 
 
 INT 
 12 
 +1 
 +1 
 WIS 
 14 
 +2 
 +2 
 CHA 
 13 
 +1 
 +1 
 
 
 
**Skills** Athletics +6, Perception +4 
**Gear** Breastplate, Javelins (6), Longsword, Shield 
**Senses** Passive Perception 14 
**Languages** Common 
**CR** 4 (XP 1,100; PB +2)
#### Actions
 
**_Multiattack._** The guard makes two attacks, using Javelin or Longsword in any combination.
**_Javelin._** _Melee or Ranged Attack Roll:_ +6, reach 5 ft. or range 30/120 ft. _Hit:_ 14 (3d6 + 4) Piercing damage.
**_Longsword._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 15 (2d10 + 4) Slashing damage.
## Half-Dragon
### Half-Dragon",,,medium,or small humanoid,Neutral,18,75,10d8 + 30,30 ft.,18,14,16,12,14,13,4,Passive Perception 14,Common,"Athletics +6, Perception +4"
half-dragon,5.5e,SRD,Half-Dragon,,"_Medium Dragon, Neutral_
**AC** 18 **Initiative** +5 (15) 
**HP** 105 (14d8 + 42) 
**Speed** 40 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 19 
 +4 
 +4 
 DEX 
 14 
 +2 
 +5 
 CON 
 16 
 +3 
 +3 
 
 
 INT 
 10 
 +0 
 +0 
 WIS 
 15 
 +2 
 +5 
 CHA 
 14 
 +2 
 +2 
 
 
 
**Skills** Athletics +7, Perception +5, Stealth +5 
**Resistances** Damage type chosen for the Draconic Origin trait below 
**Senses** Blindsight 10 ft., Darkvision 60 ft.; Passive Perception 15 
**Languages** Common, Draconic 
**CR** 5 (XP 1,800; PB +3)
#### Traits
 
**_Draconic Origin._** The half-dragon is related to a type of dragon associated with one of the following damage types (GM's choice): Acid, Cold, Fire, Lightning, or Poison. This choice affects other aspects of the stat block.
#### Actions
 
**_Multiattack._** The half-dragon makes two Claw attacks.
**_Claw._** _Melee Attack Roll:_ +7, reach 10 ft. _Hit:_ 6 (1d4 + 4) Slashing damage plus 7 (2d6) damage of the type chosen for the Draconic Origin trait.
**_Dragon's Breath (Recharge 5–6)._** _Dexterity Saving Throw:_ DC 14, each creature in a 30-foot Cone. _Failure:_ 28 (8d6) damage of the type chosen for the Draconic Origin trait. _Success:_ Half damage.
#### Bonus Actions
 
**_Leap._** The half-dragon jumps up to 30 feet by spending 10 feet of movement.
## Harpy
### Harpy",,,medium,dragon,Neutral,18,105,14d8 + 42,40 ft.,19,14,16,10,15,14,5,"Blindsight 10 ft., Darkvision 60 ft.; Passive Perception 15","Common, Draconic","Athletics +7, Perception +5, Stealth +5"
harpy,5.5e,SRD,Harpy,,"_Medium Monstrosity, Chaotic Evil_
**AC** 11 **Initiative** +1 (11) 
**HP** 38 (7d8 + 7) 
**Speed** 20 ft., Fly 40 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 12 
 +1 
 +1 
 DEX 
 13 
 +1 
 +1 
 CON 
 12 
 +1 
 +1 
 
 
 INT 
 7 
 −2 
 −2 
 WIS 
 10 
 +0 
 +0 
 CHA 
 13 
 +1 
 +1 
 
 
 
**Senses** Passive Perception 10 
**Languages** Common 
**CR** 1 (XP 200; PB +2)
#### Actions
 
**_Claw._** _Melee Attack Roll:_ +3, reach 5 ft. _Hit:_ 6 (2d4 + 1) Slashing damage.
**_Luring Song._** The harpy sings a magical melody, which lasts until the harpy's Concentration ends on it. _Wisdom Saving Throw:_ DC 11, each Humanoid and Giant in a 300-foot Emanation originating from the harpy when the song starts. _Failure:_ The target has the Charmed condition until the song ends and repeats the save at the end of each of its turns. While Charmed, the target has the Incapacitated condition and ignores the Luring Song of other harpies. If the target is more than 5 feet from the harpy, the target moves on its turn toward the harpy by the most direct route, trying to get within 5 feet of the harpy. It doesn't avoid Opportunity Attacks; however, before moving into damaging terrain (such as lava or a pit) and whenever it takes damage from a source other than the harpy, the target repeats the save. _Success:_ The target is immune to this harpy's Luring Song for 24 hours.
## Hell Hound
### Hell Hound",,,medium,monstrosity,Chaotic Evil,11,38,7d8 + 7,"20 ft., Fly 40 ft.",12,13,12,7,10,13,1,Passive Perception 10,Common,
hell-hound,5.5e,SRD,Hell Hound,,"_Medium Fiend, Lawful Evil_
**AC** 15 **Initiative** +1 (11) 
**HP** 58 (9d8 + 18) 
**Speed** 50 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 17 
 +3 
 +3 
 DEX 
 12 
 +1 
 +1 
 CON 
 14 
 +2 
 +2 
 
 
 INT 
 6 
 −2 
 −2 
 WIS 
 13 
 +1 
 +1 
 CHA 
 6 
 −2 
 −2 
 
 
 
**Skills** Perception +5 
**Immunities** Fire 
**Senses** Darkvision 60 ft.; Passive Perception 15 
**Languages** Understands Infernal but can't speak 
**CR** 3 (XP 700; PB +2)
#### Traits
 
**_Pack Tactics._** The hound has Advantage on an attack roll against a creature if at least one of the hound's allies is within 5 feet of the creature and the ally doesn't have the Incapacitated condition.
#### Actions
 
**_Multiattack._** The hound makes two Bite attacks.
**_Bite._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 7 (1d8 + 3) Piercing damage plus 3 (1d6) Fire damage.
**_Fire Breath (Recharge 5–6)._** _Dexterity Saving Throw:_ DC 12, each creature in a 15-foot Cone. _Failure:_ 17 (5d6) Fire damage. _Success:_ Half damage.
## Hezrou
### Hezrou",,,medium,fiend,Lawful Evil,15,58,9d8 + 18,50 ft.,17,12,14,6,13,6,3,Darkvision 60 ft.; Passive Perception 15,Understands Infernal but can't speak,Perception +5
hezrou,5.5e,SRD,Hezrou,,"_Large Fiend (Demon), Chaotic Evil_
**AC** 18 **Initiative** +6 (16) 
**HP** 157 (15d10 + 75) 
**Speed** 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 19 
 +4 
 +7 
 DEX 
 17 
 +3 
 +3 
 CON 
 20 
 +5 
 +8 
 
 
 INT 
 5 
 −3 
 −3 
 WIS 
 12 
 +1 
 +4 
 CHA 
 13 
 +1 
 +1 
 
 
 
**Resistances** Cold, Fire, Lightning 
**Immunities** Poison; Poisoned 
**Senses** Darkvision 120 ft.; Passive Perception 11 
**Languages** Abyssal; telepathy 120 ft. 
**CR** 8 (XP 3,900; PB +3)
#### Traits
 
**_Demonic Restoration._** If the hezrou dies outside the Abyss, its body dissolves into ichor, and it gains a new body instantly, reviving with all its Hit Points somewhere in the Abyss.
**_Magic Resistance._** The hezrou has Advantage on saving throws against spells and other magical effects.
**_Stench._** _Constitution Saving Throw:_ DC 16, any creature that starts its turn in a 10-foot Emanation originating from the hezrou. _Failure:_ The target has the Poisoned condition until the start of its next turn.
#### Actions
 
**_Multiattack._** The hezrou makes three Rend attacks.
**_Rend._** _Melee Attack Roll:_ +7, reach 5 ft. _Hit:_ 6 (1d4 + 4) Slashing damage plus 9 (2d8) Poison damage.
#### Bonus Actions
 
**_Leap._** The hezrou jumps up to 30 feet by spending 10 feet of movement.
## Hill Giant
### Hill Giant",,,large,fiend (demon),Chaotic Evil,18,157,15d10 + 75,30 ft.,19,17,20,5,12,13,8,Darkvision 120 ft.; Passive Perception 11,Abyssal; telepathy 120 ft.,
