#content-source: SRD 5.2.1
#content-systems: 5.5e
#content-url: https://dnd.wizards.com/resources/systems-reference-document
#content-license: CC-BY-4.0
#content-id: 019f6ae3-fb3a-7a28-894a-aedc0dd1440a
#content-updated-at: 2026-07-16
#content-hash: xxh64:dd9098d0cd39dc2e
id,name_en,name_uk,text_en,text_uk,effects,size,creature_type,alignment,ac,initiative,hp,hp_formula,speed,str,dex,con,int,wis,cha,str_save,dex_save,con_save,int_save,wis_save,cha_save,cr,resistances,immunities,vulnerabilities,gear,senses,languages,skills
adult_blue_dragon,Adult Blue Dragon,,"#### Traits

<hr>

**_Legendary Resistance (3/Day, or 4/Day in Lair)._** If the dragon fails a saving throw, it can choose to succeed instead.

#### Actions

<hr>

**_Multiattack._** The dragon makes three Rend attacks. It can replace one attack with a use of Spellcasting to cast _Shatter_.

**_Rend._** _Melee Attack Roll:_ +12, reach 10 ft. _Hit:_ 16 (2d8 + 7) Slashing damage plus 5 (1d10) Lightning damage.

**_Lightning Breath (Recharge 5–6)._** _Dexterity Saving Throw:_ DC 19, each creature in a 90-foot-long, 5-foot-wide Line. _Failure:_ 60 (11d10) Lightning damage. _Success:_ Half damage.

**_Spellcasting._** The dragon casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 18):
 **At Will:** _Detect Magic_, _Invisibility_, _Mage Hand_, _Shatter_
 **1/Day Each:** _Scrying_, _Sending_

#### Legendary Actions

<hr>

_Legendary Action Uses: 3 (4 in Lair). Immediately after another creature's turn, the dragon can expend a use to take one of the following actions. The dragon regains all expended uses at the start of each of its turns._

**_Cloaked Flight._** The dragon uses Spellcasting to cast _Invisibility_ on itself, and it can fly up to half its Fly Speed. The dragon can't take this action again until the start of its next turn.

**_Sonic Boom._** The dragon uses Spellcasting to cast _Shatter_. The dragon can't take this action again until the start of its next turn.

**_Tail Swipe._** The dragon makes one Rend attack.",,,huge,dragon (chromatic),Lawful Evil,19,+10 (20),212,17d12 + 102,"40 ft., Burrow 30 ft., Fly 80 ft.",25,10,23,16,15,20,7,5,6,3,7,5,16,,Lightning,,,"Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 22","Common, Draconic","Perception +12, Stealth +5"
ancient_blue_dragon,Ancient Blue Dragon,,"#### Traits

<hr>

**_Legendary Resistance (4/Day, or 5/Day in Lair)._** If the dragon fails a saving throw, it can choose to succeed instead.

#### Actions

<hr>

**_Multiattack._** The dragon makes three Rend attacks. It can replace one attack with a use of Spellcasting to cast _Shatter_ (level 3 version).

**_Rend._** _Melee Attack Roll:_ +16, reach 15 ft. _Hit:_ 18 (2d8 + 9) Slashing damage plus 11 (2d10) Lightning damage.

**_Lightning Breath (Recharge 5–6)._** _Dexterity Saving Throw:_ DC 23, each creature in a 120-foot-long, 10-foot-wide Line. _Failure:_ 88 (16d10) Lightning damage. _Success:_ Half damage.

**_Spellcasting._** The dragon casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 22):
 **At Will:** _Detect Magic_, _Invisibility_, _Mage Hand_, _Shatter_ (level 3 version)
 **1/Day Each:** _Scrying_, _Sending_

#### Legendary Actions

<hr>

_Legendary Action Uses: 3 (4 in Lair). Immediately after another creature's turn, the dragon can expend a use to take one of the following actions. The dragon regains all expended uses at the start of each of its turns._

**_Cloaked Flight._** The dragon uses Spellcasting to cast _Invisibility_ on itself, and it can fly up to half its Fly Speed. The dragon can't take this action again until the start of its next turn.

**_Sonic Boom._** The dragon uses Spellcasting to cast _Shatter_ (level 3 version). The dragon can't take this action again until the start of its next turn.

**_Tail Swipe._** The dragon makes one Rend attack.",,,gargantuan,dragon (chromatic),Lawful Evil,22,+14 (24),481,26d20 + 208,"40 ft., Burrow 40 ft., Fly 80 ft.",29,10,27,18,17,25,9,7,8,4,10,7,23,,Lightning,,,"Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 27","Common, Draconic","Perception +17, Stealth +7"
bone_devil,Bone Devil,,"#### Traits

<hr>

**_Diabolical Restoration._** If the devil dies outside the Nine Hells, its body disappears in sulfurous smoke, and it gains a new body instantly, reviving with all its Hit Points somewhere in the Nine Hells.

**_Magic Resistance._** The devil has Advantage on saving throws against spells and other magical effects.

#### Actions

<hr>

**_Multiattack._** The devil makes two Claw attacks and one Infernal Sting attack.

**_Claw._** _Melee Attack Roll:_ +8, reach 10 ft. _Hit:_ 13 (2d8 + 4) Slashing damage.

**_Infernal Sting._** _Melee Attack Roll:_ +8, reach 10 ft. _Hit:_ 15 (2d10 + 4) Piercing damage plus 18 (4d8) Poison damage, and the target has the Poisoned condition until the start of the devil's next turn. While Poisoned, the target can't regain Hit Points.",,,large,fiend (devil),Lawful Evil,16,+7 (17),161,17d10 + 68,"40 ft., Fly 40 ft.",18,16,18,13,14,16,8,3,4,5,6,7,9,Cold,"Fire, Poison; Poisoned",,,Darkvision 120 ft. (unimpeded by magical Darkness); Passive Perception 12,Infernal; telepathy 120 ft.,"Deception +7, Insight +6"
brass_dragon_wyrmling,Brass Dragon Wyrmling,,"#### Actions

<hr>

**_Rend._** _Melee Attack Roll:_ +4, reach 5 ft. _Hit:_ 7 (1d10 + 2) Slashing damage.

**_Fire Breath (Recharge 5–6)._** _Dexterity Saving Throw:_ DC 11, each creature in a 20-foot-long, 5-foot-wide Line. _Failure:_ 14 (4d6) Fire damage. _Success:_ Half damage.

**_Sleep Breath._** _Constitution Saving Throw:_ DC 11, each creature in a 15-foot Cone. _Failure:_ The target has the Incapacitated condition until the end of its next turn, at which point it repeats the save. _Second Failure:_ The target has the Unconscious condition for 1 minute. This effect ends for the target if it takes damage or a creature within 5 feet of it takes an action to wake it.",,,medium,dragon (metallic),Chaotic Good,15,+2 (12),22,4d8 + 4,"30 ft., Burrow 15 ft., Fly 60 ft.",15,10,13,10,11,13,2,2,1,0,2,1,1,,Fire,,,"Blindsight 10 ft., Darkvision 60 ft.; Passive Perception 14",Draconic,"Perception +4, Stealth +2"
young_brass_dragon,Young Brass Dragon,,"#### Actions

<hr>

**_Multiattack._** The dragon makes three Rend attacks. It can replace two attacks with a use of Sleep Breath.

**_Rend._** _Melee Attack Roll:_ +7, reach 10 ft. _Hit:_ 15 (2d10 + 4) Slashing damage.

**_Fire Breath (Recharge 5–6)._** _Dexterity Saving Throw:_ DC 14, each creature in a 40-foot-long, 5-foot-wide Line. _Failure:_ 38 (11d6) Fire damage. _Success:_ Half damage.

**_Sleep Breath._** _Constitution Saving Throw:_ DC 14, each creature in a 30-foot Cone. _Failure:_ The target has the Incapacitated condition until the end of its next turn, at which point it repeats the save. _Second Failure:_ The target has the Unconscious condition for 1 minute. This effect ends for the target if it takes damage or a creature within 5 feet of it takes an action to wake it.",,,large,dragon (metallic),Chaotic Good,17,+3 (13),110,13d10 + 39,"40 ft., Burrow 20 ft., Fly 80 ft.",19,10,17,12,11,15,4,3,3,1,3,2,6,,Fire,,,"Blindsight 30 ft., Darkvision 120 ft.; Passive Perception 16","Common, Draconic","Perception +6, Persuasion +5, Stealth +3"
adult_brass_dragon,Adult Brass Dragon,,"#### Traits

<hr>

**_Legendary Resistance (3/Day, or 4/Day in Lair)._** If the dragon fails a saving throw, it can choose to succeed instead.

#### Actions

<hr>

**_Multiattack._** The dragon makes three Rend attacks. It can replace one attack with a use of (A) Sleep Breath or (B) Spellcasting to cast _Scorching Ray_.

**_Rend._** _Melee Attack Roll:_ +11, reach 10 ft. _Hit:_ 17 (2d10 + 6) Slashing damage plus 4 (1d8) Fire damage.

**_Fire Breath (Recharge 5–6)._** _Dexterity Saving Throw:_ DC 18, each creature in a 60-foot-long, 5-foot-wide Line. _Failure:_ 45 (10d8) Fire damage. _Success:_ Half damage.

**_Sleep Breath._** _Constitution Saving Throw:_ DC 18, each creature in a 60-foot Cone. _Failure:_ The target has the Incapacitated condition until the end of its next turn, at which point it repeats the save. _Second Failure:_ The target has the Unconscious condition for 10 minutes. This effect ends for the target if it takes damage or a creature within 5 feet of it takes an action to wake it.

**_Spellcasting._** The dragon casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 16):
 **At Will:** _Detect Magic_, _Minor Illusion_, _Scorching Ray_, _Shapechange_ (Beast or Humanoid form only, no Temporary Hit Points gained from the spell, and no Concentration or Temporary Hit Points required to maintain the spell), _Speak with Animals_
 **1/Day Each:** _Detect Thoughts_, _Control Weather_

#### Legendary Actions

<hr>

_Legendary Action Uses: 3 (4 in Lair). Immediately after another creature's turn, the dragon can expend a use to take one of the following actions. The dragon regains all expended uses at the start of each of its turns._

**_Blazing Light._** The dragon uses Spellcasting to cast _Scorching Ray_.

**_Pounce._** The dragon moves up to half its Speed, and it makes one Rend attack.

**_Scorching Sands._** _Dexterity Saving Throw:_ DC 16, one creature the dragon can see within 120 feet. _Failure:_ 27 (6d8) Fire damage, and the target's Speed is halved until the end of its next turn. _Failure or Success:_ The dragon can't take this action again until the start of its next turn.",,,huge,dragon (metallic),Chaotic Good,18,+10 (20),172,15d12 + 75,"40 ft., Burrow 30 ft., Fly 80 ft.",23,10,21,14,13,17,6,5,5,2,6,3,13,,Fire,,,"Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 21","Common, Draconic","History +7, Perception +11, Persuasion +8, Stealth +5"
ancient_brass_dragon,Ancient Brass Dragon,,"#### Traits

<hr>

**_Legendary Resistance (4/Day, or 5/Day in Lair)._** If the dragon fails a saving throw, it can choose to succeed instead.

#### Actions

<hr>

**_Multiattack._** The dragon makes three Rend attacks. It can replace one attack with a use of (A) Sleep Breath or (B) Spellcasting to cast _Scorching Ray_ (level 3 version).

**_Rend._** _Melee Attack Roll:_ +14, reach 15 ft. _Hit:_ 19 (2d10 + 8) Slashing damage plus 7 (2d6) Fire damage.

**_Fire Breath (Recharge 5–6)._** _Dexterity Saving Throw:_ DC 21, each creature in a 90-foot-long, 5-foot-wide Line. _Failure:_ 58 (13d8) Fire damage. _Success:_ Half damage.

**_Sleep Breath._** _Constitution Saving Throw:_ DC 21, each creature in a 90-foot Cone. _Failure:_ The target has the Incapacitated condition until the end of its next turn, at which point it repeats the save. _Second Failure:_ The target has the Unconscious condition for 10 minutes. This effect ends for the target if it takes damage or a creature within 5 feet of it takes an action to wake it.

**_Spellcasting._** The dragon casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 20):
 **At Will:** _Detect Magic_, _Minor Illusion_, _Scorching Ray_ (level 3 version), _Shapechange_ (Beast or Humanoid form only, no Temporary Hit Points gained from the spell, and no Concentration or Temporary Hit Points required to maintain the spell), _Speak with Animals_
 **1/Day Each:** _Control Weather_, _Detect Thoughts_

#### Legendary Actions

<hr>

_Legendary Action Uses: 3 (4 in Lair). Immediately after another creature's turn, the dragon can expend a use to take one of the following actions. The dragon regains all expended uses at the start of each of its turns._

**_Blazing Light._** The dragon uses Spellcasting to cast _Scorching Ray_ (level 3 version).

**_Pounce._** The dragon moves up to half its Speed, and it makes one Rend attack.

**_Scorching Sands._** _Dexterity Saving Throw:_ DC 20, one creature the dragon can see within 120 feet. _Failure:_ 36 (8d8) Fire damage, and the target's Speed is halved until the end of its next turn. _Failure or Success:_ The dragon can't take this action again until the start of its next turn.",,,gargantuan,dragon (metallic),Chaotic Good,20,+12 (22),332,19d20 + 133,"40 ft., Burrow 40 ft., Fly 80 ft.",27,10,25,16,15,22,8,6,7,3,8,6,20,,Fire,,,"Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 24","Common, Draconic","History +9, Perception +14, Persuasion +12, Stealth +6"
bronze_dragon_wyrmling,Bronze Dragon Wyrmling,,"#### Traits

<hr>

**_Amphibious._** The dragon can breathe air and water.

#### Actions

<hr>

**_Multiattack._** The dragon makes two Rend attacks.

**_Rend._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 8 (1d10 + 3) Slashing damage.

**_Lightning Breath (Recharge 5–6)._** _Dexterity Saving Throw:_ DC 12, each creature in a 40-foot-long, 5-foot-wide Line. _Failure:_ 16 (3d10) Lightning damage. _Success:_ Half damage.

**_Repulsion Breath._** _Strength Saving Throw:_ DC 12, each creature in a 30-foot Cone. _Failure:_ The target is pushed up to 30 feet straight away from the dragon and has the Prone condition.",,,medium,dragon (metallic),Lawful Good,15,+2 (12),39,6d8 + 12,"30 ft., Fly 60 ft., Swim 30 ft.",17,10,15,12,11,15,3,2,2,1,2,2,2,,Lightning,,,"Blindsight 10 ft., Darkvision 60 ft.; Passive Perception 14",Draconic,"Perception +4, Stealth +2"
young_bronze_dragon,Young Bronze Dragon,,"#### Traits

<hr>

**_Amphibious._** The dragon can breathe air and water.

#### Actions

<hr>

**_Multiattack._** The dragon makes three Rend attacks. It can replace one attack with a use of Repulsion Breath.

**_Rend._** _Melee Attack Roll:_ +8, reach 10 ft. _Hit:_ 16 (2d10 + 5) Slashing damage.

**_Lightning Breath (Recharge 5–6)._** _Dexterity Saving Throw:_ DC 15, each creature in a 60-foot-long, 5-foot-wide Line. _Failure:_ 49 (9d10) Lightning damage. _Success:_ Half damage.

**_Repulsion Breath._** _Strength Saving Throw:_ DC 15, each creature in a 30-foot Cone. _Failure:_ The target is pushed up to 40 feet straight away from the dragon and has the Prone condition.",,,large,dragon (metallic),Lawful Good,17,+3 (13),142,15d10 + 60,"40 ft., Fly 80 ft., Swim 40 ft.",21,10,19,14,13,17,5,3,4,2,4,3,8,,Lightning,,,"Blindsight 30 ft., Darkvision 120 ft.; Passive Perception 17","Common, Draconic","Insight +4, Perception +7, Stealth +3"
adult_bronze_dragon,Adult Bronze Dragon,,"#### Traits

<hr>

**_Amphibious._** The dragon can breathe air and water.

**_Legendary Resistance (3/Day, or 4/Day in Lair)._** If the dragon fails a saving throw, it can choose to succeed instead.

#### Actions

<hr>

**_Multiattack._** The dragon makes three Rend attacks. It can replace one attack with a use of (A) Repulsion Breath or (B) Spellcasting to cast _Guiding Bolt_ (level 2 version).

**_Rend._** _Melee Attack Roll:_ +12, reach 10 ft. _Hit:_ 16 (2d8 + 7) Slashing damage plus 5 (1d10) Lightning damage.

**_Lightning Breath (Recharge 5–6)._** _Dexterity Saving Throw:_ DC 19, each creature in a 90-foot-long, 5-foot-wide Line. _Failure:_ 55 (10d10) Lightning damage. _Success:_ Half damage.

**_Repulsion Breath._** _Strength Saving Throw:_ DC 19, each creature in a 30-foot Cone. _Failure:_ The target is pushed up to 60 feet straight away from the dragon and has the Prone condition.

**_Spellcasting._** The dragon casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 17, +10 to hit with spell attacks):
 **At Will:** _Detect Magic_, _Guiding Bolt_ (level 2 version), _Shapechange_ (Beast or Humanoid form only, no Temporary Hit Points gained from the spell, and no Concentration or Temporary Hit Points required to maintain the spell), _Speak with Animals_, _Thaumaturgy_
 **1/Day Each:** _Detect Thoughts_, _Water Breathing_

#### Legendary Actions

<hr>

_Legendary Action Uses: 3 (4 in Lair). Immediately after another creature's turn, the dragon can expend a use to take one of the following actions. The dragon regains all expended uses at the start of each of its turns._

**_Guiding Light._** The dragon uses Spellcasting to cast _Guiding Bolt_ (level 2 version).

**_Pounce._** The dragon moves up to half its Speed, and it makes one Rend attack.

**_Thunderclap._** _Constitution Saving Throw:_ DC 17, each creature in a 20-foot-radius Sphere centered on a point the dragon can see within 90 feet. _Failure:_ 10 (3d6)
Thunder damage, and the target has the Deafened condition until the end of its next turn.",,,huge,dragon (metallic),Lawful Good,18,+10 (20),212,17d12 + 102,"40 ft., Fly 80 ft., Swim 40 ft.",25,10,23,16,15,20,7,5,6,3,7,5,15,,Lightning,,,"Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 22","Common, Draconic","Insight +7, Perception +12, Stealth +5"
ancient_bronze_dragon,Ancient Bronze Dragon,,"#### Traits

<hr>

**_Amphibious._** The dragon can breathe air and water.

**_Legendary Resistance (4/Day, or 5/Day in Lair)._** If the dragon fails a saving throw, it can choose to succeed instead.

#### Actions

<hr>

**_Multiattack._** The dragon makes three Rend attacks. It can replace one attack with a use of (A) Repulsion Breath or (B) Spellcasting to cast _Guiding Bolt_ (level 2 version).

**_Rend._** _Melee Attack Roll:_ +16, reach 15 ft. _Hit:_ 18 (2d8 + 9) Slashing damage plus 9 (2d8) Lightning damage.

**_Lightning Breath (Recharge 5–6)._** _Dexterity Saving Throw:_ DC 23, each creature in a 120-foot-long, 10-foot-wide Line. _Failure:_ 82 (15d10) Lightning damage. _Success:_ Half damage.

**_Repulsion Breath._** _Strength Saving Throw:_ DC 23, each creature in a 30-foot Cone. _Failure:_ The target is pushed up to 60 feet straight away from the dragon and has the Prone condition.

**_Spellcasting._** The dragon casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 22, +14 to hit with spell attacks):
 **At Will:** _Detect Magic_, _Guiding Bolt_ (level 2 version), _Shapechange_ (Beast or Humanoid form only, no Temporary Hit Points gained from the spell, and no Concentration or Temporary Hit Points required to maintain the spell), _Speak with Animals_, _Thaumaturgy_
 **1/Day Each:** _Detect Thoughts_, _Control Water_, _Scrying_, _Water Breathing_

#### Legendary Actions

<hr>

_Legendary Action Uses: 3 (4 in Lair). Immediately after another creature's turn, the dragon can expend a use to take one of the following actions. The dragon regains all expended uses at the start of each of its turns._

**_Guiding Light._** The dragon uses Spellcasting to cast _Guiding Bolt_ (level 2 version).

**_Pounce._** The dragon moves up to half its Speed, and it makes one Rend attack.

**_Thunderclap._** _Constitution Saving Throw:_ DC 22, each creature in a 20-foot-radius Sphere centered on a point the dragon can see within 120 feet. _Failure:_ 13 (3d8) Thunder damage, and the target has the Deafened condition until the end of its next turn.",,,gargantuan,dragon (metallic),Lawful Good,22,+14 (24),444,24d20 + 192,"40 ft., Fly 80 ft., Swim 40 ft.",29,10,27,18,17,25,9,7,8,4,10,7,22,,Lightning,,,"Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 27","Common, Draconic","Insight +10, Perception +17, Stealth +7"
